YEAR,TRI_FACILITY_ID,FRS_ID,FACILITY_NAME,STREET_ADDRESS,CITY,COUNTY,ST,ZIP,BIA_CODE,TRIBE,LATITUDE,LONGITUDE,FEDERAL_FACILITY,INDUSTRY_SECTOR_CODE,INDUSTRY_SECTOR,PRIMARY_SIC,SIC_2,SIC_3,SIC_4,SIC_5,SIC_6,PRIMARY_NAICS,NAICS_2,NAICS_3,NAICS_4,NAICS_5,NAICS_6,DOC_CTRL_NUM,CHEMICAL,CAS_#/COMPOUND_ID,SRS_ID,CLEAR_AIR_ACT_CHEMICAL,CLASSIFICATION,METAL,METAL_CATEGORY,CARCINOGEN,FORM_TYPE,UNIT_OF_MEASURE,5.1_FUGITIVE_AIR,5.2_STACK_AIR,5.3_WATER,5.4_UNDERGROUND,5.4.1_UNDERGROUND_CLASS_I,5.4.2_UNDERGROUND_CLASS_II-V,5.5.1_LANDFILLS,5.5.1A_RCRA_C_LANDFILLS,5.5.1B_OTHER_LANDFILLS,5.5.2_LAND_TREATMENT,5.5.3_SURFACE_IMPOUNDMENT,5.5.3A_RCRA_C_SURFACE_IMP.,5.5.3B_Other_SURFACE_IMP.,5.5.4_OTHER_DISPOSAL,ON-SITE_RELEASE_TOTAL,6.1_POTW-TRANSFERS_FOR_RELEASE,6.1_POTW-TRANSFERS_FOR_TREATM.,6.1_POTW-TOTAL_TRANSFERS,6.2_M10,6.2_M41,6.2_M62,6.2_M71,6.2_M81,6.2_M82,6.2_M72,6.2_M63,6.2_M66,6.2_M67,6.2_M64,6.2_M65,6.2_M73,6.2_M79,6.2_M90,6.2_M94,6.2_M99,OFF-SITE_RELEASE_TOTAL,6.2_M20,6.2_M24,6.2_M26,6.2_M28,6.2_M93,OFF-SITE_RECYCLED_TOTAL,6.2_M56,6.2_M92,OFF-SITE_RECOVERY_TOTAL,6.2_M40,6.2_M50,6.2_M54,6.2_M61,6.2_M69,6.2_M95,OFF-SITE_TREATED_TOTAL,TOTAL_RELEASES,8.1_RELEASES,8.1A_ON-SITE_CONTAINED_REL.,8.1B_ON-SITE_OTHER_RELEASES,8.1C_OFF-SITE_CONTAINED_REL.,8.1D_OFF-SITE_OTHER_RELEASES,8.2_ENERGY_RECOVERY_ON-SITE,8.3_ENERGY_RECOVERY_OFF-SITE,8.4_RECYCLING_ON-SITE, 8.5_RECYCLING_OFF-SITE,8.6_TREATMENT_ON-SITE,8.7_TREATMENT_OFF-SITE,PROD._WASTE_(8.1_THRU_8.7),8.8_ONE-TIME_RELEASE,PROD_RATIO_OR_ACTIVITY,8.9_PRODUCTION_RATIO,PARENT_COMPANY_NAME,PARENT_COMPANY_DB_NUMBER,
"2016","12138TCNCPCOONB","110002093886","TONOGA INC DBA TACONIC","136 COON BROOK RD","PETERSBURGH","RENSSELAER","NY","12138","","","42.74245","-73.35747","NO","313","Textiles","","","","","","","313320","","","","","","1316215019175","ETHYLBENZENE","000100414","19406","YES","TRI","NO","0","NO","R","Pounds","0","269.7","0","0","0","0","0","0","0","0","0","0","0","0","269.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","895","0","895","0","0","0","0","0","0","0","269.7","0","0","269.7","0","0","0","895","0","0","0","0","1164.7","","PRODUCTION","1.27","NA",""
"2016","14489FNGRLCOLER","110000740011","SILGAN CONTAINERS MANUFACTURING CORP","8673 LYONS-MARENGO RD","LYONS","WAYNE","NY","14489","","","43.055057","-76.967038","NO","332","Fabricated Metals","","","","","","","332431","","","","","","1316214968176","XYLENE (MIXED ISOMERS)","001330207","84970","YES","TRI","NO","0","NO","R","Pounds","756","3082","0","0","0","0","0","0","0","0","0","0","0","0","3838","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","149","0","0","0","0","149","0","15","15","0","0","0","0","0","0","0","3838","0","0","3838","0","0","0","15","0","149","14018","0","18020","","PRODUCTION",".93","SILGAN HOLDINGS INC","614201895"
"2016","12832NRTNCONESE","110000324961","SAINT-GOBAIN PERFORMANCE PLASTICS","1 SEALANTS PARK","GRANVILLE","WASHINGTON","NY","12832","","","43.397645","-73.253734","NO","326","Plastics and Rubber","","","","","","","326199","","","","","","1316215022601","TOLUENE","000108883","25452","YES","TRI","NO","0","NO","R","Pounds","799","501","0","0","0","0","0","0","0","0","0","0","0","0","1300","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2727","0","2727","0","4349","0","0","0","0","4349","1300","0","0","1300","0","0","0","2727","0","0","16690","4349","25066","","PRODUCTION","1.27","SAINT-GOBAIN CORP","782731848"
"2016","14411GRFFT3819A","110055327249","GRIFFITH ENERGY - ALBION","3819 OAK ORCHARD RD","ALBION","ORLEANS","NY","14411","","","43.22848","-78.19419","NO","4247","Petroleum Bulk Terminals","","","","","","","424710","","","","","","1316215064938","BENZENE","000071432","4754","YES","TRI","NO","0","YES","A","Pounds","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","SUPERIOR PLUS ENERGY SERVICES INC","NA"
"2016","14814GRFFTSTATE","110000582922","GRIFFITH ENERGY - BIG FLATS","3351 STATE RT 352","BIG FLATS","CHEMUNG","NY","14814","","","42.125889","-76.966306","NO","4247","Petroleum Bulk Terminals","","","","","","","424710","","","","","","1316215117553","METHYL TERT-BUTYL ETHER","001634044","89870","YES","TRI","NO","0","NO","R","Pounds","16.666","95.049",".00492","0","0","0","0","0","0","0","0","0","0","0","111.71992","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".67928","0","0","0",".67928","111.71992","0","0","111.71992","0","0","0","0","0","0","0",".67928","112.3992","","ACTIVITY","1.07","SUPERIOR PLUS ENERGY SERVICES INC","NA"
"2016","10461FRDMS1400F","110000499372","FRED M SCHILDWACHTER & SONS INC","1400 FERRIS PL","BRONX","BRONX","NY","10461","","","40.83902","-73.84103","NO","4247","Petroleum Bulk Terminals","","","","","","","424710","","","","","","1316215276369","N-HEXANE","000110543","26740","YES","TRI","NO","0","NO","A","Pounds","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","NA",""
"2016","12832NRTNCONESE","110000324961","SAINT-GOBAIN PERFORMANCE PLASTICS","1 SEALANTS PARK","GRANVILLE","WASHINGTON","NY","12832","","","43.397645","-73.253734","NO","326","Plastics and Rubber","","","","","","","326199","","","","","","1316215022599","DIISOCYANATES","N120","649715","YES","TRI","NO","0","NO","R","Pounds","0","38","0","0","0","0","0","0","0","0","0","0","0","0","38","0","0","0","0","0","0","0","0","0","0","0","0","0","400","0","0","0","0","0","0","400","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","438","0","0","38","400","0","0","0","0","0","121","0","559","","PRODUCTION","1.27","SAINT-GOBAIN CORP","782731848"
"2016","10940RVRSMRD2BA","110000323034","REVERE SMELTING & REFINING CORP","65 BALLARD RD","MIDDLETOWN","ORANGE","NY","10941","","","41.460844","-74.359694","NO","331","Primary Metals","","","","","","","331492","","","","","","1316215268931","LEAD COMPOUNDS","N420","650002","YES","PBT","YES","1","NO","R","Pounds","0","32","4.24","0","0","0","0","0","0","0","0","0","0","0","36.24","9","0","9","0","0","0","0","0","0","0","0","0","0","237876","351812","0","0","0","3","3.013","589703.013","0","1.1","0","0","0","1.1","0","0","0","0","0","0","0","0","0","0","589739.253","0","0","36.24","589693.67","9.343","0","0","0","1.1","0","0","589740.353","","PRODUCTION","1.11","QUEXCO INC","099710303"
"2016","1415WMDLND64YUN","110019375059","MIDLAND ASPHALT MATERIALS INC","640 YOUNG STREET","TONAWANDA","ERIE","NY","14150","","","43.00573","-78.86004","NO","324","Petroleum","","","","","","","324121","","","","","","1316215094956","POLYCYCLIC AROMATIC COMPOUNDS","N590","649749","YES","PBT","NO","0","YES","R","Pounds",".83","30.76","0","0","0","0","0","0","0","0","0","0","0","0","31.59","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","31.59","0","0","31.59","0","0","0","0","0","0","0","0","31.59","","PRODUCTION","1.1","BARRETT INDUSTRIES CORP","NA"
"2016","12138TCNCPCOONB","110002093886","TONOGA INC DBA TACONIC","136 COON BROOK RD","PETERSBURGH","RENSSELAER","NY","12138","","","42.74245","-73.35747","NO","313","Textiles","","","","","","","313320","","","","","","1316215019151","ALUMINUM (FUME OR DUST)","007429905","149476","NO","TRI","NO","4","NO","R","Pounds","0","457.8","0","0","0","0","0","0","0","0","0","0","0","0","457.8","0","0","0","0","0","0","0","0","0","0","0","0","0","16293","0","0","0","0","0","0","16293","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16750.8","0","0","457.8","16293","0","0","0","0","0","0","0","16750.8","","PRODUCTION","1.27","NA",""
